会場コード,会場,日付,レース,締切時刻,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,M番,M2率,B番,B2率,今節成績,早見
20,若松,2025/12/24,1,15:20,1,2538,高橋二朗,76,東京,52,B1,3.57,10.29,2.44,11.1,48,25.00,46,35.83,5 455,
20,若松,2025/12/24,1,15:20,2,3880,浅見宗孝,52,埼玉,56,B1,4.63,25.96,0.00,0.0,26,33.33,30,22.81,5 553,
20,若松,2025/12/24,1,15:20,3,4106,坂井康嗣,46,佐賀,51,B1,3.34,12.86,4.60,20.9,37,55.56,48,38.02,5 265,
20,若松,2025/12/24,1,15:20,4,3637,齋藤和政,55,愛知,54,B1,4.46,24.44,3.75,25.0,20,44.44,12,34.51,455 66,
20,若松,2025/12/24,1,15:20,5,4724,吉田祐貴,39,佐賀,54,B1,3.03,8.33,4.00,18.6,59,22.22,59,26.77,565 45,
20,若松,2025/12/24,1,15:20,6,5407,中岡　駿,21,香川,53,B2,1.74,2.00,0.00,0.0,41,26.32,34,32.77,666 65,6
20,若松,2025/12/24,2,15:47,1,5308,藤森拓海,21,福岡,54,B1,3.80,17.50,2.53,6.2,1,33.33,63,31.67,3 356,12
20,若松,2025/12/24,2,15:47,2,3910,松下知幸,52,香川,52,B1,4.25,21.74,3.88,13.9,56,25.00,68,32.48,6 564,
20,若松,2025/12/24,2,15:47,3,4440,萩原知哉,39,東京,55,B1,4.23,15.66,5.13,36.6,40,44.44,24,28.07,541 35,8
20,若松,2025/12/24,2,15:47,4,3401,上田隆章,58,香川,53,B1,4.62,26.92,5.37,34.7,15,11.11,26,33.93,462 34,
20,若松,2025/12/24,2,15:47,5,4346,前田健太,40,福岡,57,B1,4.33,26.09,3.00,19.0,55,5.56,45,41.46,3 641,12
20,若松,2025/12/24,2,15:47,6,5348,小林甘寧,22,広島,54,B2,3.00,11.67,1.60,0.0,31,0.00,23,23.08,653 2,7
20,若松,2025/12/24,3,16:14,1,3660,長谷川親,56,香川,60,B1,3.21,6.94,3.40,4.0,18,50.00,58,30.58,645 56,
20,若松,2025/12/24,3,16:14,2,4977,馬野　耀,31,大阪,55,A2,5.67,40.57,5.67,38.8,28,25.00,52,39.37,24522,9
20,若松,2025/12/24,3,16:14,3,5002,上田健太,29,愛知,52,A1,6.15,43.43,6.26,42.1,12,50.00,60,34.48,1 1631,10
20,若松,2025/12/24,3,16:14,4,4360,庄司孝輔,41,静岡,53,B1,5.09,29.25,5.00,20.0,34,55.56,67,36.52,2 341,10
20,若松,2025/12/24,3,16:14,5,4271,川崎公靖,43,広島,52,B1,4.72,25.33,4.23,23.0,39,31.58,73,38.98,4 2325,7
20,若松,2025/12/24,3,16:14,6,4084,杉山正樹,46,愛知,55,A1,6.84,46.15,6.75,46.4,49,75.00,55,38.33,124 11,9
20,若松,2025/12/24,4,16:38,1,4989,石原　翼,28,静岡,53,A2,5.77,40.38,6.27,42.3,44,45.45,14,38.98,164231,9
20,若松,2025/12/24,4,16:38,2,4540,相原利章,38,東京,53,B1,5.22,24.69,5.26,25.9,23,55.56,47,31.71,3 1243,11
20,若松,2025/12/24,4,16:38,3,4253,西川真人,42,滋賀,57,B1,4.09,15.15,2.60,0.0,45,54.55,71,38.24,1 665,
20,若松,2025/12/24,4,16:38,4,4111,奥田　誠,45,広島,57,B1,4.47,26.04,4.16,15.9,10,62.50,44,44.92,2 433,12
20,若松,2025/12/24,4,16:38,5,5051,松本純平,30,埼玉,56,A1,6.24,42.50,4.70,40.0,42,17.65,31,27.50,16121,9
20,若松,2025/12/24,4,16:38,6,4659,木下翔太,34,大阪,54,A1,6.55,42.06,6.88,47.6,8,41.18,74,31.45,231 23,10
20,若松,2025/12/24,5,17:08,1,4933,板橋侑我,29,静岡,54,A1,6.78,45.56,6.16,51.6,52,42.11,33,24.55,353116,9
20,若松,2025/12/24,5,17:08,2,5093,浦野　海,23,福岡,55,A2,5.55,33.59,4.52,23.9,6,33.33,21,31.48,322 46,10
20,若松,2025/12/24,5,17:08,3,4618,乃村康友,42,三重,55,B1,4.32,26.67,5.20,40.0,32,33.33,37,35.00,133 14,11
20,若松,2025/12/24,5,17:08,4,4579,中嶋健一,36,三重,54,A1,6.20,36.97,7.27,60.0,14,30.00,28,24.19,331 34,9
20,若松,2025/12/24,5,17:08,5,5299,西丸敦基,23,香川,53,B1,4.55,25.61,3.09,5.8,16,5.88,25,41.23,5 664,
20,若松,2025/12/24,5,17:08,6,5426,甲斐貴大,23,福岡,54,B2,1.27,0.00,0.00,0.0,27,45.45,40,22.81,6 6 66,
20,若松,2025/12/24,6,17:37,1,4363,大野芳顕,40,福岡,53,A2,5.65,34.62,5.84,39.3,60,0.00,49,33.90,4 2342,10
20,若松,2025/12/24,6,17:37,2,3566,川添英正,55,福岡,53,B1,4.85,23.53,5.02,26.5,53,12.50,16,38.89,242 22,11
20,若松,2025/12/24,6,17:37,3,3761,山本光雄,53,滋賀,55,B1,5.26,31.17,4.31,18.7,11,23.53,39,41.80,154 55,
20,若松,2025/12/24,6,17:37,4,4467,渡邉俊介,39,愛知,51,A2,6.00,39.82,0.00,0.0,46,11.11,38,30.70,213 42,11
20,若松,2025/12/24,6,17:37,5,5407,中岡　駿,21,香川,53,B2,1.74,2.00,0.00,0.0,41,26.32,34,32.77,666 65,1
20,若松,2025/12/24,6,17:37,6,4168,石野貴之,43,大阪,53,A1,6.08,42.42,6.41,35.2,47,77.78,70,34.45,112151,10
20,若松,2025/12/24,7,18:04,1,4228,吉田慎二,42,愛知,59,A2,5.45,33.33,4.86,42.8,43,11.11,20,31.30,231123,11
20,若松,2025/12/24,7,18:04,2,4271,川崎公靖,43,広島,52,B1,4.72,25.33,4.23,23.0,39,31.58,73,38.98,4 2325,3
20,若松,2025/12/24,7,18:04,3,4983,前田篤哉,29,愛知,52,A1,6.72,53.23,5.00,26.9,29,20.00,27,22.03,14111,11
20,若松,2025/12/24,7,18:04,4,3964,宮地博士,46,長崎,55,B1,4.46,20.73,3.75,15.7,5,87.50,66,38.89,525 63,
20,若松,2025/12/24,7,18:04,5,5348,小林甘寧,22,広島,54,B2,3.00,11.67,1.60,0.0,31,0.00,23,23.08,653 2,2
20,若松,2025/12/24,7,18:04,6,3606,川北浩貴,54,滋賀,53,A2,5.35,35.45,7.05,59.0,4,87.50,69,32.52,3 4351,12
20,若松,2025/12/24,8,18:32,1,4521,小池公生,38,福岡,51,A2,5.87,42.57,4.79,17.6,17,33.33,56,29.66,4 4446,
