会場コード,会場,日付,レース,締切時刻,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,M番,M2率,B番,B2率,今節成績,早見
07,蒲郡,2025/11/18,3,16:16,1,3793,高橋真吾,53,埼玉,59,B1,4.51,25.97,4.00,16.0,28,33.33,14,53.85,213 23,11
07,蒲郡,2025/11/18,3,16:16,2,3584,佐々木英,52,広島,53,B1,4.80,27.08,4.04,15.3,76,28.57,27,38.46,4 362,7
07,蒲郡,2025/11/18,3,16:16,3,3744,徳増秀樹,50,静岡,54,A1,6.54,50.00,5.94,39.3,27,43.14,48,42.00,364 12,9
07,蒲郡,2025/11/18,3,16:16,4,3857,阿波勝哉,52,東京,57,B2,4.80,28.26,4.79,26.3,32,27.78,50,34.55,5 6262,
07,蒲郡,2025/11/18,3,16:16,5,3930,岸本　隆,49,岡山,56,A2,5.34,33.63,5.20,35.0,64,46.00,74,46.30,56552,12
07,蒲郡,2025/11/18,3,16:16,6,4614,石倉洋行,45,福岡,54,A1,6.90,52.78,6.74,52.6,19,37.50,46,28.57,2 2323,10
07,蒲郡,2025/11/18,4,16:42,1,3915,繁野谷圭,51,大阪,52,A2,5.49,31.30,7.30,56.6,29,41.07,19,28.00,31253,10
07,蒲郡,2025/11/18,4,16:42,2,3353,前田光昭,57,埼玉,51,B2,4.06,24.24,3.55,20.0,70,44.23,37,38.78,6 6415,
07,蒲郡,2025/11/18,4,16:42,3,3613,角谷健吾,52,東京,51,A2,6.39,49.14,5.22,33.3,35,36.96,24,21.62,13244,9
07,蒲郡,2025/11/18,4,16:42,4,3718,伊達正利,50,静岡,56,B1,4.41,24.75,4.34,22.4,43,50.00,39,42.11,654 66,
07,蒲郡,2025/11/18,4,16:42,5,3340,池田雷太,60,東京,54,B1,3.57,19.05,4.30,20.0,31,41.07,64,41.03,554 34,12
07,蒲郡,2025/11/18,4,16:42,6,3554,仲口博崇,53,愛知,51,A1,6.57,51.85,6.14,45.3,63,34.09,17,47.27,35211,9
07,蒲郡,2025/11/18,5,17:08,1,3984,坂口　周,47,三重,54,A1,5.97,39.58,6.93,61.3,60,47.06,35,38.00,133 42,10
07,蒲郡,2025/11/18,5,17:08,2,3546,中里昌志,56,埼玉,52,B1,4.26,25.00,4.80,28.8,17,30.43,53,47.46,2 2315,9
07,蒲郡,2025/11/18,5,17:08,3,3945,橋口真樹,49,愛知,52,B1,4.12,14.00,4.13,22.3,50,27.66,60,45.10,256 56,1
07,蒲郡,2025/11/18,5,17:08,4,3556,田中信一,52,大阪,55,A1,6.75,53.08,7.09,45.7,16,33.33,12,41.30,225 31,11
07,蒲郡,2025/11/18,5,17:08,5,3516,吉原聖人,57,広島,52,B1,4.69,28.24,6.20,20.0,65,36.73,65,33.33,662 54,
07,蒲郡,2025/11/18,5,17:08,6,3988,古川誠之,47,愛知,55,A2,5.95,43.75,6.05,42.9,54,55.32,76,24.39,3 161S,
07,蒲郡,2025/11/18,6,17:36,1,3489,大場　敏,58,静岡,53,A2,5.61,35.77,5.57,28.5,30,30.77,13,44.64,3 3312,12
07,蒲郡,2025/11/18,6,17:36,2,4025,山本隆幸,48,兵庫,51,A1,6.73,48.92,6.00,28.5,21,64.00,47,35.09,1 1664,10
07,蒲郡,2025/11/18,6,17:36,3,4082,濱崎　誠,46,大阪,52,B1,5.33,38.82,5.00,50.0,36,32.43,58,31.25,25426,
07,蒲郡,2025/11/18,6,17:36,4,4035,杉江浩明,47,愛知,51,B1,3.49,16.19,4.19,22.2,62,42.00,55,28.07,6 3654,
07,蒲郡,2025/11/18,6,17:36,5,3787,天野　誠,54,岡山,53,B1,3.92,15.91,3.10,10.0,22,47.17,62,31.43,651 44,2
07,蒲郡,2025/11/18,6,17:36,6,3024,西島義則,64,広島,56,A1,6.98,59.84,6.56,38.8,77,45.83,66,43.24,131 11,11
07,蒲郡,2025/11/18,7,18:04,1,3679,飯島昌弘,52,埼玉,52,A1,6.46,43.86,7.64,63.6,48,27.03,61,36.36,21343,11
07,蒲郡,2025/11/18,7,18:04,2,3441,土屋太朗,56,群馬,55,B1,4.57,19.48,4.45,22.5,71,31.25,73,26.92,1 5663,1
07,蒲郡,2025/11/18,7,18:04,3,3635,石田政吾,55,福井,52,A2,5.04,30.84,6.03,39.3,13,32.65,30,36.00,161 26,12
07,蒲郡,2025/11/18,7,18:04,4,4053,芦澤　望,47,東京,57,A2,5.65,36.00,5.64,37.7,26,29.17,71,53.19,644 51,
07,蒲郡,2025/11/18,7,18:04,5,3584,佐々木英,52,広島,53,B1,4.80,27.08,4.04,15.3,76,28.57,27,38.46,4 362,3
07,蒲郡,2025/11/18,7,18:04,6,3294,野中義生,60,静岡,52,B1,4.88,28.72,6.14,48.6,53,40.91,72,35.14,5 15F,
07,蒲郡,2025/11/18,8,18:32,1,3572,安田政彦,54,兵庫,53,A2,5.49,32.61,5.67,33.3,39,46.94,20,29.27,4 1254,1
07,蒲郡,2025/11/18,8,18:32,2,3444,香月大介,56,福岡,55,B1,3.64,17.24,5.00,25.0,58,40.43,67,43.75,5 4565,
07,蒲郡,2025/11/18,8,18:32,3,3853,岩崎正哉,53,福岡,57,A2,5.49,36.52,5.70,40.7,61,29.79,70,31.25,364 45,12
07,蒲郡,2025/11/18,8,18:32,4,4003,表　憲一,47,福井,55,B1,5.64,32.65,5.36,29.5,59,42.55,68,41.46,42662,
07,蒲郡,2025/11/18,8,18:32,5,3614,谷　勝幸,52,広島,55,B1,4.27,26.60,5.04,35.7,55,36.36,33,36.96,42551,
07,蒲郡,2025/11/18,8,18:32,6,3874,山本寛久,49,岡山,53,A1,6.47,50.89,0.00,0.0,18,52.08,15,41.67,3 F13,
07,蒲郡,2025/11/18,9,19:11,1,3554,仲口博崇,53,愛知,51,A1,6.57,51.85,6.14,45.3,63,34.09,17,47.27,35211,4
07,蒲郡,2025/11/18,9,19:11,2,3744,徳増秀樹,50,静岡,54,A1,6.54,50.00,5.94,39.3,27,43.14,48,42.00,364 12,3
07,蒲郡,2025/11/18,9,19:11,3,3740,大澤普司,51,群馬,56,A1,6.67,53.49,5.16,28.1,57,33.93,38,31.58,143 25,2
07,蒲郡,2025/11/18,9,19:11,4,3497,後藤　浩,57,埼玉,51,B1,4.52,25.61,5.45,33.3,40,31.25,25,33.33,32123,1
07,蒲郡,2025/11/18,9,19:11,5,3546,中里昌志,56,埼玉,52,B1,4.26,25.00,4.80,28.8,17,30.43,53,47.46,2 2315,5
07,蒲郡,2025/11/18,9,19:11,6,3613,角谷健吾,52,東京,51,A2,6.39,49.14,5.22,33.3,35,36.96,24,21.62,13244,4
07,蒲郡,2025/11/18,10,19:40,1,3422,服部幸男,54,静岡,55,A1,6.54,50.00,6.50,45.0,34,43.48,45,25.64,41211,2
07,蒲郡,2025/11/18,10,19:40,2,3984,坂口　周,47,三重,54,A1,5.97,39.58,6.93,61.3,60,47.06,35,38.00,133 42,5
07,蒲郡,2025/11/18,10,19:40,3,4614,石倉洋行,45,福岡,54,A1,6.90,52.78,6.74,52.6,19,37.50,46,28.57,2 2323,3
07,蒲郡,2025/11/18,10,19:40,4,3915,繁野谷圭,51,大阪,52,A2,5.49,31.30,7.30,56.6,29,41.07,19,28.00,31253,4
07,蒲郡,2025/11/18,10,19:40,5,4025,山本隆幸,48,兵庫,51,A1,6.73,48.92,6.00,28.5,21,64.00,47,35.09,1 1664,6
07,蒲郡,2025/11/18,10,19:40,6,4081,樋口範政,46,愛知,57,B1,3.84,15.12,4.81,29.8,33,46.15,31,41.86,2 3146,1
07,蒲郡,2025/11/18,11,20:10,1,3024,西島義則,64,広島,56,A1,6.98,59.84,6.56,38.8,77,45.83,66,43.24,131 11,6
07,蒲郡,2025/11/18,11,20:10,2,3793,高橋真吾,53,埼玉,59,B1,4.51,25.97,4.00,16.0,28,33.33,14,53.85,213 23,3
07,蒲郡,2025/11/18,11,20:10,3,3556,田中信一,52,大阪,55,A1,6.75,53.08,7.09,45.7,16,33.33,12,41.30,225 31,5
07,蒲郡,2025/11/18,11,20:10,4,3931,黒崎竜也,49,三重,51,B2,5.13,28.24,6.19,43.7,72,34.04,40,51.06,1 5234,2
07,蒲郡,2025/11/18,11,20:10,5,3679,飯島昌弘,52,埼玉,52,A1,6.46,43.86,7.64,63.6,48,27.03,61,36.36,21343,7
07,蒲郡,2025/11/18,11,20:10,6,4079,出畑孝典,46,福岡,52,A2,6.01,42.00,6.25,50.0,47,30.00,21,23.08,45432,1
07,蒲郡,2025/11/18,12,20:39,1,3635,石田政吾,55,福井,52,A2,5.04,30.84,6.03,39.3,13,32.65,30,36.00,161 26,7
07,蒲郡,2025/11/18,12,20:39,2,3340,池田雷太,60,東京,54,B1,3.57,19.05,4.30,20.0,31,41.07,64,41.03,554 34,4
07,蒲郡,2025/11/18,12,20:39,3,3930,岸本　隆,49,岡山,56,A2,5.34,33.63,5.20,35.0,64,46.00,74,46.30,56552,3
07,蒲郡,2025/11/18,12,20:39,4,3519,冨田秀幸,57,愛知,52,B1,4.70,28.09,3.82,18.1,56,31.37,54,23.33,444 35,2
07,蒲郡,2025/11/18,12,20:39,5,3489,大場　敏,58,静岡,53,A2,5.61,35.77,5.57,28.5,30,30.77,13,44.64,3 3312,6
07,蒲郡,2025/11/18,12,20:39,6,3853,岩崎正哉,53,福岡,57,A2,5.49,36.52,5.70,40.7,61,29.79,70,31.25,364 45,8
